fffffff007bbdaf4	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007d27dcc	0xd51b4220  MSR   	DAIF, X0               	X -  (0 0x0)
fffffff007d27de4	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007d27e08	0xd51b4220  MSR   	DAIF, X0               	X -  (0 0x0)
fffffff007d28460	0xd51bd060  MSR   	TPIDRRO_EL0, X0        	X - Thread Pointer/ID Register (0 0x0)
fffffff007d29050	0xd51cf269  MSR   	ARM64_REG_KTRR_LOWER_EL1, X9	X -  (9 0xfffffff00780bb18)
fffffff007d29054	0xd51cf28a  MSR   	ARM64_REG_KTRR_UPPER_EL1, X10	X -  (10 0xfffffff00780bb20)
fffffff007d2906c	0xd51cf2a9  MSR   	S3_4_C15_C2_5, X9      	X -  (9 0x12)
fffffff007d29074	0xd51cf249  MSR   	ARM64_REG_KTRR_LOCK_EL1, X9	X -  (9 0x1)
fffffff007d292a0	0xd500409f  MSR   	PAN, #0                	X -  (0 0x0)
fffffff007d292b4	0xd500419f  MSR   	PAN, #1                	X -  (0 0x0)
fffffff007d294f8	0xd500409f  MSR   	PAN, #0                	X -  (0 0x0)
fffffff007d29508	0xd500419f  MSR   	PAN, #1                	X -  (0 0x0)
fffffff007d295ac	0xd500409f  MSR   	PAN, #0                	X -  (0 0x0)
fffffff007d295b4	0xd500419f  MSR   	PAN, #1                	X -  (0 0x0)
fffffff007d295e8	0xd500409f  MSR   	PAN, #0                	X -  (0 0x0)
fffffff007d295f8	0xd500419f  MSR   	PAN, #1                	X -  (0 0x0)
fffffff007d2969c	0xd500409f  MSR   	PAN, #0                	X -  (0 0x0)
fffffff007d296a4	0xd500419f  MSR   	PAN, #1                	X -  (0 0x0)
fffffff007d29744	0xd500409f  MSR   	PAN, #0                	X -  (0 0x0)
fffffff007d2974c	0xd500419f  MSR   	PAN, #1                	X -  (0 0x0)
fffffff007d29798	0xd500409f  MSR   	PAN, #0                	X -  (0 0x0)
fffffff007d297b0	0xd500419f  MSR   	PAN, #1                	X -  (0 0x0)
fffffff007d29838	0xd500409f  MSR   	PAN, #0                	X -  (0 0x0)
fffffff007d2984c	0xd500419f  MSR   	PAN, #1                	X -  (0 0x0)
fffffff007d298f0	0xd519f008  MSR   	S3_1_C15_C0_0, X8      	X -  (8 0x7003400)
fffffff007d29a28	0xd50343ff  MSR   	DAIFClr, #3            	X -  (0 0x0)
fffffff007d29a50	0xd50343df  MSR   	DAIFSet, #3            	X -  (0 0x0)
fffffff007d29bdc	0xd519f008  MSR   	S3_1_C15_C0_0, X8      	X -  (8 0x7003400)
fffffff007d2a8cc	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007d2a9b8	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007d2ab20	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007d2adc4	0xd51df009  MSR   	ARM64_REG_LSU_ERR_STS, X9	X -  (9 0x20000000)
fffffff007d2adf0	0xd51df008  MSR   	ARM64_REG_LSU_ERR_STS, X8	X -  (8 0x1c0)
fffffff007d2ae4c	0xd51df028  MSR   	S3_5_C15_C0_1, X8      	X -  (8 0x20000190)
fffffff007d2aecc	0xd51df028  MSR   	S3_5_C15_C0_1, X8      	X -  (8 0x1)
fffffff007d2b17c	0xd51df009  MSR   	ARM64_REG_LSU_ERR_STS, X9	X -  (9 0x10000000)
fffffff007d2b1d0	0xd51df028  MSR   	S3_5_C15_C0_1, X8      	X -  (8 0x10000350)
fffffff007d2b934	0xd51a000b  MSR   	..?.., X11             	X -  (11 0x0)
fffffff007d2b9ec	0xd51a000d  MSR   	..?.., X13             	X -  (13 0x2)
fffffff007d2ba4c	0xd51a0008  MSR   	..?.., X8              	X -  (8 0x1)
fffffff007d2c768	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007d2c858	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007d2c960	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007d2c9e0	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007d2d2b4	0xd500419f  MSR   	PAN, #1                	X -  (0 0x0)
fffffff007d2d310	0xd518e108  MSR   	CNTKCTL_EL1, X8        	X - Counter-timer Kernel Control register (8 0xfffffff00782c34f)
fffffff007d2d3f4	0xd51be328  MSR   	..?.., X8              	X -  (8 0x1)
fffffff007d2d3fc	0xd51be228  MSR   	CNTP_CTL_EL0, X8       	X - Counter-timer Physical Timer Control Register (8 0x2)
fffffff007d2d430	0xd51be328  MSR   	..?.., X8              	X -  (8 0x1)
fffffff007d2d438	0xd51be228  MSR   	CNTP_CTL_EL0, X8       	X - Counter-timer Physical Timer Control Register (8 0x2)
fffffff007d2d520	0xd500419f  MSR   	PAN, #1                	X -  (0 0x0)
fffffff007d2d540	0xd50344ff  MSR   	DAIFClr, #4            	X -  (0 0x0)
fffffff007d2d54c	0xd51be328  MSR   	..?.., X8              	X -  (8 0x1)
fffffff007d2d554	0xd51be228  MSR   	CNTP_CTL_EL0, X8       	X - Counter-timer Physical Timer Control Register (8 0x2)
fffffff007d32024	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007d32044	0xd51b4228  MSR   	DAIF, X8               	X -  (8 0x158)
fffffff007d33d20	0xd50041bf  MSR   	SPSel, #1              	X -  (0 0x0)
fffffff007d33d60	0xd50040bf  MSR   	SPSel, #0              	X -  (0 0x0)
	_panic("MSR/MRS trap (ESR 0x%x) from kernel @%s:%d");
	_panic("MSR/MRS trap (ESR 0x%x) from 32-bit state @%s:%d");
fffffff007d34a18	0xd50041bf  MSR   	SPSel, #1              	X -  (0 0x0)
fffffff007d34a6c	0xd50040bf  MSR   	SPSel, #0              	X -  (0 0x0)
fffffff007d34ae4	0xd50041bf  MSR   	SPSel, #1              	X -  (0 0x0)
fffffff007d34b38	0xd50040bf  MSR   	SPSel, #0              	X -  (0 0x0)
fffffff007d34d74	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007d35598	0xd50041bf  MSR   	SPSel, #1              	X -  (0 0x0)
fffffff007d355d8	0xd50040bf  MSR   	SPSel, #0              	X -  (0 0x0)
fffffff007d35730	0xd51dfa3f  MSR   	S3_5_C15_C10_1, XZR    	X -  (31 0x0)
fffffff007d35914	0xd519f009  MSR   	S3_1_C15_C0_0, X9      	X -  (9 0x0)
fffffff007d3594c	0xd51df133  MSR   	S3_5_C15_C1_1, X19     	X -  (19 0x0)
fffffff007d35d30	0xd51a0008  MSR   	..?.., X8              	X -  (8 0x0)
fffffff007d36370	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007d363d4	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007d36854	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007d368a0	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007d369f0	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007d36a40	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007d36c5c	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007d36ce8	0xd50347ff  MSR   	DAIFClr, #7            	X -  (0 0x0)
fffffff007d36cf8	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007d36d4c	0xd50347ff  MSR   	DAIFClr, #7            	X -  (0 0x0)
fffffff007d36d5c	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007d36db0	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007d36e3c	0xd50347ff  MSR   	DAIFClr, #7            	X -  (0 0x0)
fffffff007d36e4c	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007d3717c	0xd50347ff  MSR   	DAIFClr, #7            	X -  (0 0x0)
fffffff007d3718c	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007d37738	0xd51df008  MSR   	ARM64_REG_LSU_ERR_STS, X8	X -  (8 0x0)
fffffff007d37748	0xd51df029  MSR   	S3_5_C15_C0_1, X9      	X -  (9 0x0)
fffffff007d377c8	0xd51df328  MSR   	S3_5_C15_C3_1, X8      	X -  (8 0x0)
fffffff007d377f8	0xd51df008  MSR   	ARM64_REG_LSU_ERR_STS, X8	X -  (8 0x20000000)
fffffff007d3780c	0xd51df028  MSR   	S3_5_C15_C0_1, X8      	X -  (8 0x20000000)
fffffff007d37830	0xd51df008  MSR   	ARM64_REG_LSU_ERR_STS, X8	X -  (8 0x10000000)
fffffff007d37844	0xd51df028  MSR   	S3_5_C15_C0_1, X8      	X -  (8 0x10000000)
fffffff007d378c0	0xd50343ff  MSR   	DAIFClr, #3            	X -  (0 0x0)
fffffff007d379c0	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007d379dc	0xd51b4233  MSR   	DAIF, X19              	X -  (19 0x0)
fffffff007d37ad0	0xd51cf0a8  MSR   	S3_4_C15_C0_5, X8      	X -  (8 0x30001000000)
fffffff007d37fbc	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007d38070	0xd51df329  MSR   	S3_5_C15_C3_1, X9      	X -  (9 0x0)
fffffff007d38a54	0xd51bd048  MSR   	TPIDR_EL0, X8          	X - Thread Pointer/ID Register (8 0xfffffff00782c6d8)
fffffff007d38a58	0xd51bd07f  MSR   	TPIDRRO_EL0, XZR       	X - Thread Pointer/ID Register (31 0xfffffffffffffee0)
fffffff007d39df0	0xd51be308  MSR   	..?.., X8              	X -  (8 0x0)
fffffff007d39f34	0xd51be328  MSR   	..?.., X8              	X -  (8 0x1)
fffffff007d39f3c	0xd51be228  MSR   	CNTP_CTL_EL0, X8       	X - Counter-timer Physical Timer Control Register (8 0x2)
fffffff007d39f70	0xd518e108  MSR   	CNTKCTL_EL1, X8        	X - Counter-timer Kernel Control register (8 0xfffffff00782c34f)
fffffff007d3af0c	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007d3cc44	0xd51cf188  MSR   	S3_4_C15_C1_4, X8      	X -  (8 0xffffffff80000000)
fffffff007d3cc60	0xd51cf188  MSR   	S3_4_C15_C1_4, X8      	X -  (8 0x0)
fffffff007d3ccdc	0xd51cf188  MSR   	S3_4_C15_C1_4, X8      	X -  (8 0xffffffff80000000)
fffffff007d3cde4	0xd51cf188  MSR   	S3_4_C15_C1_4, X8      	X -  (8 0xffffffff80000410)
fffffff007d3ce0c	0xd51cf188  MSR   	S3_4_C15_C1_4, X8      	X -  (8 0xffffffff80000410)
fffffff007d3ce40	0xd51cf188  MSR   	S3_4_C15_C1_4, X8      	X -  (8 0x1440)
fffffff007d3ce98	0xd51dfa3f  MSR   	S3_5_C15_C10_1, XZR    	X -  (31 0xffffffffffffffc0)
fffffff007d3cfa4	0xd51ef1a8  MSR   	S3_6_C15_C1_5, X8      	X -  (8 0x140)
fffffff007d3d2a0	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007d3d300	0xd5100f89  MSR   	..?.., X9              	X -  (9 0xa0)
fffffff007d3d308	0xd5100fa9  MSR   	..?.., X9              	X -  (9 0x120)
fffffff007d3d314	0xd5100e89  MSR   	..?.., X9              	X -  (9 0x98)
fffffff007d3d31c	0xd5100ea9  MSR   	..?.., X9              	X -  (9 0x118)
fffffff007d3d328	0xd5100d89  MSR   	..?.., X9              	X -  (9 0x90)
fffffff007d3d330	0xd5100da9  MSR   	..?.., X9              	X -  (9 0x110)
fffffff007d3d33c	0xd5100c89  MSR   	..?.., X9              	X -  (9 0x88)
fffffff007d3d344	0xd5100ca9  MSR   	..?.., X9              	X -  (9 0x108)
fffffff007d3d350	0xd5100b89  MSR   	..?.., X9              	X -  (9 0x80)
fffffff007d3d358	0xd5100ba9  MSR   	..?.., X9              	X -  (9 0x100)
fffffff007d3d364	0xd5100a89  MSR   	..?.., X9              	X -  (9 0x78)
fffffff007d3d36c	0xd5100aa9  MSR   	..?.., X9              	X -  (9 0xf8)
fffffff007d3d378	0xd5100989  MSR   	..?.., X9              	X -  (9 0x70)
fffffff007d3d380	0xd51009a9  MSR   	..?.., X9              	X -  (9 0xf0)
fffffff007d3d38c	0xd5100889  MSR   	..?.., X9              	X -  (9 0x68)
fffffff007d3d394	0xd51008a9  MSR   	..?.., X9              	X -  (9 0xe8)
fffffff007d3d3a0	0xd5100789  MSR   	..?.., X9              	X -  (9 0x60)
fffffff007d3d3a8	0xd51007a9  MSR   	..?.., X9              	X -  (9 0xe0)
fffffff007d3d3b4	0xd5100689  MSR   	..?.., X9              	X -  (9 0x58)
fffffff007d3d3bc	0xd51006a9  MSR   	..?.., X9              	X -  (9 0xd8)
fffffff007d3d3c8	0xd5100589  MSR   	..?.., X9              	X -  (9 0x50)
fffffff007d3d3d0	0xd51005a9  MSR   	..?.., X9              	X -  (9 0xd0)
fffffff007d3d3dc	0xd5100489  MSR   	..?.., X9              	X -  (9 0x48)
fffffff007d3d3e4	0xd51004a9  MSR   	..?.., X9              	X -  (9 0xc8)
fffffff007d3d3f0	0xd5100389  MSR   	..?.., X9              	X -  (9 0x40)
fffffff007d3d3f8	0xd51003a9  MSR   	..?.., X9              	X -  (9 0xc0)
fffffff007d3d404	0xd5100289  MSR   	..?.., X9              	X -  (9 0x38)
fffffff007d3d40c	0xd51002a9  MSR   	..?.., X9              	X -  (9 0xb8)
fffffff007d3d418	0xd5100189  MSR   	..?.., X9              	X -  (9 0x30)
fffffff007d3d420	0xd51001a9  MSR   	..?.., X9              	X -  (9 0xb0)
fffffff007d3d42c	0xd5100089  MSR   	..?.., X9              	X -  (9 0x28)
fffffff007d3d434	0xd51000a9  MSR   	..?.., X9              	X -  (9 0xa8)
fffffff007d3d474	0xd5100fc9  MSR   	..?.., X9              	X -  (9 0x1a0)
fffffff007d3d47c	0xd5100fe9  MSR   	..?.., X9              	X -  (9 0x220)
fffffff007d3d488	0xd5100ec9  MSR   	..?.., X9              	X -  (9 0x198)
fffffff007d3d490	0xd5100ee9  MSR   	..?.., X9              	X -  (9 0x218)
fffffff007d3d49c	0xd5100dc9  MSR   	..?.., X9              	X -  (9 0x190)
fffffff007d3d4a4	0xd5100de9  MSR   	..?.., X9              	X -  (9 0x210)
fffffff007d3d4b0	0xd5100cc9  MSR   	..?.., X9              	X -  (9 0x188)
fffffff007d3d4b8	0xd5100ce9  MSR   	..?.., X9              	X -  (9 0x208)
fffffff007d3d4c4	0xd5100bc9  MSR   	..?.., X9              	X -  (9 0x180)
fffffff007d3d4cc	0xd5100be9  MSR   	..?.., X9              	X -  (9 0x200)
fffffff007d3d4d8	0xd5100ac9  MSR   	..?.., X9              	X -  (9 0x178)
fffffff007d3d4e0	0xd5100ae9  MSR   	..?.., X9              	X -  (9 0x1f8)
fffffff007d3d4ec	0xd51009c9  MSR   	..?.., X9              	X -  (9 0x170)
fffffff007d3d4f4	0xd51009e9  MSR   	..?.., X9              	X -  (9 0x1f0)
fffffff007d3d500	0xd51008c9  MSR   	..?.., X9              	X -  (9 0x168)
fffffff007d3d508	0xd51008e9  MSR   	..?.., X9              	X -  (9 0x1e8)
fffffff007d3d514	0xd51007c9  MSR   	..?.., X9              	X -  (9 0x160)
fffffff007d3d51c	0xd51007e9  MSR   	..?.., X9              	X -  (9 0x1e0)
fffffff007d3d528	0xd51006c9  MSR   	..?.., X9              	X -  (9 0x158)
fffffff007d3d530	0xd51006e9  MSR   	..?.., X9              	X -  (9 0x1d8)
fffffff007d3d53c	0xd51005c9  MSR   	..?.., X9              	X -  (9 0x150)
fffffff007d3d544	0xd51005e9  MSR   	..?.., X9              	X -  (9 0x1d0)
fffffff007d3d550	0xd51004c9  MSR   	..?.., X9              	X -  (9 0x148)
fffffff007d3d558	0xd51004e9  MSR   	..?.., X9              	X -  (9 0x1c8)
fffffff007d3d564	0xd51003c9  MSR   	..?.., X9              	X -  (9 0x140)
fffffff007d3d56c	0xd51003e9  MSR   	..?.., X9              	X -  (9 0x1c0)
fffffff007d3d578	0xd51002c9  MSR   	..?.., X9              	X -  (9 0x138)
fffffff007d3d580	0xd51002e9  MSR   	..?.., X9              	X -  (9 0x1b8)
fffffff007d3d58c	0xd51001c9  MSR   	..?.., X9              	X -  (9 0x130)
fffffff007d3d594	0xd51001e9  MSR   	..?.., X9              	X -  (9 0x1b0)
fffffff007d3d5a0	0xd51000c9  MSR   	..?.., X9              	X -  (9 0x128)
fffffff007d3d5a8	0xd51000e9  MSR   	..?.., X9              	X -  (9 0x1a8)
fffffff007d3d664	0xd50041bf  MSR   	SPSel, #1              	X -  (0 0x0)
fffffff007d3d6a4	0xd50040bf  MSR   	SPSel, #0              	X -  (0 0x0)
fffffff007d3d7b4	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007d3d814	0xd5100f89  MSR   	..?.., X9              	X -  (9 0x64)
fffffff007d3d81c	0xd5100fa9  MSR   	..?.., X9              	X -  (9 0xa4)
fffffff007d3d828	0xd5100e89  MSR   	..?.., X9              	X -  (9 0x60)
fffffff007d3d830	0xd5100ea9  MSR   	..?.., X9              	X -  (9 0xa0)
fffffff007d3d83c	0xd5100d89  MSR   	..?.., X9              	X -  (9 0x5c)
fffffff007d3d844	0xd5100da9  MSR   	..?.., X9              	X -  (9 0x9c)
fffffff007d3d850	0xd5100c89  MSR   	..?.., X9              	X -  (9 0x58)
fffffff007d3d858	0xd5100ca9  MSR   	..?.., X9              	X -  (9 0x98)
fffffff007d3d864	0xd5100b89  MSR   	..?.., X9              	X -  (9 0x54)
fffffff007d3d86c	0xd5100ba9  MSR   	..?.., X9              	X -  (9 0x94)
fffffff007d3d878	0xd5100a89  MSR   	..?.., X9              	X -  (9 0x50)
fffffff007d3d880	0xd5100aa9  MSR   	..?.., X9              	X -  (9 0x90)
fffffff007d3d88c	0xd5100989  MSR   	..?.., X9              	X -  (9 0x4c)
fffffff007d3d894	0xd51009a9  MSR   	..?.., X9              	X -  (9 0x8c)
fffffff007d3d8a0	0xd5100889  MSR   	..?.., X9              	X -  (9 0x48)
fffffff007d3d8a8	0xd51008a9  MSR   	..?.., X9              	X -  (9 0x88)
fffffff007d3d8b4	0xd5100789  MSR   	..?.., X9              	X -  (9 0x44)
fffffff007d3d8bc	0xd51007a9  MSR   	..?.., X9              	X -  (9 0x84)
fffffff007d3d8c8	0xd5100689  MSR   	..?.., X9              	X -  (9 0x40)
fffffff007d3d8d0	0xd51006a9  MSR   	..?.., X9              	X -  (9 0x80)
fffffff007d3d8dc	0xd5100589  MSR   	..?.., X9              	X -  (9 0x3c)
fffffff007d3d8e4	0xd51005a9  MSR   	..?.., X9              	X -  (9 0x7c)
fffffff007d3d8f0	0xd5100489  MSR   	..?.., X9              	X -  (9 0x38)
fffffff007d3d8f8	0xd51004a9  MSR   	..?.., X9              	X -  (9 0x78)
fffffff007d3d904	0xd5100389  MSR   	..?.., X9              	X -  (9 0x34)
fffffff007d3d90c	0xd51003a9  MSR   	..?.., X9              	X -  (9 0x74)
fffffff007d3d918	0xd5100289  MSR   	..?.., X9              	X -  (9 0x30)
fffffff007d3d920	0xd51002a9  MSR   	..?.., X9              	X -  (9 0x70)
fffffff007d3d92c	0xd5100189  MSR   	..?.., X9              	X -  (9 0x2c)
fffffff007d3d934	0xd51001a9  MSR   	..?.., X9              	X -  (9 0x6c)
fffffff007d3d940	0xd5100089  MSR   	..?.., X9              	X -  (9 0x28)
fffffff007d3d948	0xd51000a9  MSR   	..?.., X9              	X -  (9 0x68)
fffffff007d3d988	0xd5100fc9  MSR   	..?.., X9              	X -  (9 0xe4)
fffffff007d3d990	0xd5100fe9  MSR   	..?.., X9              	X -  (9 0x124)
fffffff007d3d99c	0xd5100ec9  MSR   	..?.., X9              	X -  (9 0xe0)
fffffff007d3d9a4	0xd5100ee9  MSR   	..?.., X9              	X -  (9 0x120)
fffffff007d3d9b0	0xd5100dc9  MSR   	..?.., X9              	X -  (9 0xdc)
fffffff007d3d9b8	0xd5100de9  MSR   	..?.., X9              	X -  (9 0x11c)
fffffff007d3d9c4	0xd5100cc9  MSR   	..?.., X9              	X -  (9 0xd8)
fffffff007d3d9cc	0xd5100ce9  MSR   	..?.., X9              	X -  (9 0x118)
fffffff007d3d9d8	0xd5100bc9  MSR   	..?.., X9              	X -  (9 0xd4)
fffffff007d3d9e0	0xd5100be9  MSR   	..?.., X9              	X -  (9 0x114)
fffffff007d3d9ec	0xd5100ac9  MSR   	..?.., X9              	X -  (9 0xd0)
fffffff007d3d9f4	0xd5100ae9  MSR   	..?.., X9              	X -  (9 0x110)
fffffff007d3da00	0xd51009c9  MSR   	..?.., X9              	X -  (9 0xcc)
fffffff007d3da08	0xd51009e9  MSR   	..?.., X9              	X -  (9 0x10c)
fffffff007d3da14	0xd51008c9  MSR   	..?.., X9              	X -  (9 0xc8)
fffffff007d3da1c	0xd51008e9  MSR   	..?.., X9              	X -  (9 0x108)
fffffff007d3da28	0xd51007c9  MSR   	..?.., X9              	X -  (9 0xc4)
fffffff007d3da30	0xd51007e9  MSR   	..?.., X9              	X -  (9 0x104)
fffffff007d3da3c	0xd51006c9  MSR   	..?.., X9              	X -  (9 0xc0)
fffffff007d3da44	0xd51006e9  MSR   	..?.., X9              	X -  (9 0x100)
fffffff007d3da50	0xd51005c9  MSR   	..?.., X9              	X -  (9 0xbc)
fffffff007d3da58	0xd51005e9  MSR   	..?.., X9              	X -  (9 0xfc)
fffffff007d3da64	0xd51004c9  MSR   	..?.., X9              	X -  (9 0xb8)
fffffff007d3da6c	0xd51004e9  MSR   	..?.., X9              	X -  (9 0xf8)
fffffff007d3da78	0xd51003c9  MSR   	..?.., X9              	X -  (9 0xb4)
fffffff007d3da80	0xd51003e9  MSR   	..?.., X9              	X -  (9 0xf4)
fffffff007d3da8c	0xd51002c9  MSR   	..?.., X9              	X -  (9 0xb0)
fffffff007d3da94	0xd51002e9  MSR   	..?.., X9              	X -  (9 0xf0)
fffffff007d3daa0	0xd51001c9  MSR   	..?.., X9              	X -  (9 0xac)
fffffff007d3daa8	0xd51001e9  MSR   	..?.., X9              	X -  (9 0xec)
fffffff007d3dab4	0xd51000c9  MSR   	..?.., X9              	X -  (9 0xa8)
fffffff007d3dabc	0xd51000e9  MSR   	..?.., X9              	X -  (9 0xe8)
fffffff007d3db78	0xd50041bf  MSR   	SPSel, #1              	X -  (0 0x0)
fffffff007d3dbb8	0xd50040bf  MSR   	SPSel, #0              	X -  (0 0x0)
fffffff007d3ddb0	0xd51cf189  MSR   	S3_4_C15_C1_4, X9      	X -  (9 0xffffffff80000000)
fffffff007d3df54	0xd51dfa3f  MSR   	S3_5_C15_C10_1, XZR    	X -  (31 0xffffffffffffffc0)
fffffff007d3e060	0xd51ef1a8  MSR   	S3_6_C15_C1_5, X8      	X -  (8 0x140)
fffffff007d3e310	0xd51bd068  MSR   	TPIDRRO_EL0, X8        	X - Thread Pointer/ID Register (8 0x438)
fffffff007d3e7e8	0xd51be300  MSR   	..?.., X0              	X -  (0 0x0)
fffffff007d3e920	0xd51be300  MSR   	..?.., X0              	X -  (0 0x0)
fffffff007d3e9b8	0xd51be313  MSR   	..?.., X19             	X -  (19 0xa)
fffffff007d3ea7c	0xd51be300  MSR   	..?.., X0              	X -  (0 0x0)
fffffff007d3ed10	0xd50041bf  MSR   	SPSel, #1              	X -  (0 0x0)
fffffff007d3ed50	0xd50040bf  MSR   	SPSel, #0              	X -  (0 0x0)
fffffff007d3eda0	0xd50041bf  MSR   	SPSel, #1              	X -  (0 0x0)
fffffff007d3edd4	0xd50040bf  MSR   	SPSel, #0              	X -  (0 0x0)
fffffff007d3ee1c	0xd50041bf  MSR   	SPSel, #1              	X -  (0 0x0)
fffffff007d3ee50	0xd50040bf  MSR   	SPSel, #0              	X -  (0 0x0)
fffffff007d3eebc	0xd50041bf  MSR   	SPSel, #1              	X -  (0 0x0)
fffffff007d3eef0	0xd50040bf  MSR   	SPSel, #0              	X -  (0 0x0)
fffffff007d3ef0c	0xd50041bf  MSR   	SPSel, #1              	X -  (0 0x0)
fffffff007d3ef40	0xd50040bf  MSR   	SPSel, #0              	X -  (0 0x0)
fffffff007d3f05c	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007d3f084	0xd51b4236  MSR   	DAIF, X22              	X -  (22 0xf8)
fffffff007d3f0b0	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007d3f0d8	0xd51b4237  MSR   	DAIF, X23              	X -  (23 0x108)
fffffff007d3f0fc	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007d3f124	0xd51b4237  MSR   	DAIF, X23              	X -  (23 0x108)
fffffff007d3f148	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007d3f170	0xd51b4236  MSR   	DAIF, X22              	X -  (22 0x100)
fffffff007d3f270	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007d3f298	0xd51b4237  MSR   	DAIF, X23              	X -  (23 0x0)
fffffff007d3f2c4	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007d3f2ec	0xd51b4237  MSR   	DAIF, X23              	X -  (23 0x0)
fffffff007d3f310	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007d3f338	0xd51b4237  MSR   	DAIF, X23              	X -  (23 0x0)
fffffff007d3f35c	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007d3f384	0xd51b4236  MSR   	DAIF, X22              	X -  (22 0x100)
fffffff007d3f434	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007d3f45c	0xd51b4236  MSR   	DAIF, X22              	X -  (22 0x0)
fffffff007d3f500	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007d3f528	0xd51b4238  MSR   	DAIF, X24              	X -  (24 0x0)
fffffff007d410a8	0xd50041bf  MSR   	SPSel, #1              	X -  (0 0x0)
fffffff007d410dc	0xd50040bf  MSR   	SPSel, #0              	X -  (0 0x0)
fffffff007d411f8	0xd50041bf  MSR   	SPSel, #1              	X -  (0 0x101800010)
fffffff007d41200	0xd50040bf  MSR   	SPSel, #0              	X -  (0 0x0)
fffffff007d412f0	0xd50041bf  MSR   	SPSel, #1              	X -  (0 0x0)
fffffff007d41320	0xd50040bf  MSR   	SPSel, #0              	X -  (0 0x0)
fffffff007d41594	0xd50041bf  MSR   	SPSel, #1              	X -  (0 0x0)
fffffff007d415c8	0xd50040bf  MSR   	SPSel, #0              	X -  (0 0x0)
fffffff007d41964	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007d41aa0	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007d41b24	0xd50041bf  MSR   	SPSel, #1              	X -  (0 0x0)
fffffff007d41b58	0xd50040bf  MSR   	SPSel, #0              	X -  (0 0x0)
fffffff007d41e04	0xd50041bf  MSR   	SPSel, #1              	X -  (0 0x0)
fffffff007d41e38	0xd50040bf  MSR   	SPSel, #0              	X -  (0 0x0)
fffffff007d41f04	0xd50041bf  MSR   	SPSel, #1              	X -  (0 0x0)
fffffff007d41f38	0xd50040bf  MSR   	SPSel, #0              	X -  (0 0x0)
fffffff007d41f70	0xd50041bf  MSR   	SPSel, #1              	X -  (0 0x0)
fffffff007d41fa4	0xd50040bf  MSR   	SPSel, #0              	X -  (0 0x0)
fffffff007d42a00	0xd50041bf  MSR   	SPSel, #1              	X -  (0 0x0)
