fffffff007a65a90	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007bcc194	0xd500409f  MSR   	PAN, #0                	X -  (0 0x0)
fffffff007bcc19c	0xd500419f  MSR   	PAN, #1                	X -  (0 0x0)
fffffff007bcc1d0	0xd500409f  MSR   	PAN, #0                	X -  (0 0x0)
fffffff007bcc1e0	0xd500419f  MSR   	PAN, #1                	X -  (0 0x0)
fffffff007bcc28c	0xd500409f  MSR   	PAN, #0                	X -  (0 0x0)
fffffff007bcc294	0xd500419f  MSR   	PAN, #1                	X -  (0 0x0)
fffffff007bcc33c	0xd500409f  MSR   	PAN, #0                	X -  (0 0x0)
fffffff007bcc344	0xd500419f  MSR   	PAN, #1                	X -  (0 0x0)
fffffff007bcc390	0xd500409f  MSR   	PAN, #0                	X -  (0 0x0)
fffffff007bcc3a8	0xd500419f  MSR   	PAN, #1                	X -  (0 0x0)
fffffff007bcc430	0xd500409f  MSR   	PAN, #0                	X -  (0 0x0)
fffffff007bcc444	0xd500419f  MSR   	PAN, #1                	X -  (0 0x0)
fffffff007bcc4f0	0xd519f008  MSR   	S3_1_C15_C0_0, X8      	X -  (8 0x3400)
fffffff007bcc740	0xd519f008  MSR   	S3_1_C15_C0_0, X8      	X -  (8 0x3400)
fffffff007bcd39c	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007bcd46c	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007bcd5dc	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007bcd7bc	0xd51df009  MSR   	ARM64_REG_LSU_ERR_STS, X9	X -  (9 0x20000000)
fffffff007bcd7e8	0xd51df008  MSR   	ARM64_REG_LSU_ERR_STS, X8	X -  (8 0x1c8)
fffffff007bcd848	0xd51df028  MSR   	S3_5_C15_C0_1, X8      	X -  (8 0x7de7000020000708)
fffffff007bcd8d0	0xd51df028  MSR   	S3_5_C15_C0_1, X8      	X -  (8 0x1)
fffffff007bcdb70	0xd51df009  MSR   	ARM64_REG_LSU_ERR_STS, X9	X -  (9 0x10000000)
fffffff007bcdbcc	0xd51df028  MSR   	S3_5_C15_C0_1, X8      	X -  (8 0x10000358)
fffffff007bce1c0	0xd51a0008  MSR   	..?.., X8              	X -  (8 0x0)
fffffff007bce26c	0xd51a0009  MSR   	..?.., X9              	X -  (9 0x2)
fffffff007bce2e0	0xd51a0008  MSR   	..?.., X8              	X -  (8 0x1)
fffffff007bcee2c	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007bcef3c	0xd51be313  MSR   	..?.., X19             	X -  (19 0xa)
fffffff007bcef98	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007bcf098	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007bcf120	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007bcf9cc	0xd500419f  MSR   	PAN, #1                	X -  (0 0x0)
fffffff007bcfa18	0xd518e108  MSR   	CNTKCTL_EL1, X8        	X - Counter-timer Kernel Control register (8 0xfffffff00774c3cf)
fffffff007bcfaf8	0xd51be328  MSR   	..?.., X8              	X -  (8 0x1)
fffffff007bcfb00	0xd51be228  MSR   	CNTP_CTL_EL0, X8       	X - Counter-timer Physical Timer Control Register (8 0x2)
fffffff007bcfb88	0xd51be328  MSR   	..?.., X8              	X -  (8 0x1)
fffffff007bcfb90	0xd51be228  MSR   	CNTP_CTL_EL0, X8       	X - Counter-timer Physical Timer Control Register (8 0x2)
fffffff007bcfc68	0xd500419f  MSR   	PAN, #1                	X -  (0 0x0)
fffffff007bcfc88	0xd50344ff  MSR   	DAIFClr, #4            	X -  (0 0x0)
fffffff007bcfc90	0xd51be328  MSR   	..?.., X8              	X -  (8 0x1)
fffffff007bcfc98	0xd51be228  MSR   	CNTP_CTL_EL0, X8       	X - Counter-timer Physical Timer Control Register (8 0x2)
fffffff007bd3e78	0xd50343df  MSR   	DAIFSet, #3            	X -  (0 0x0)
fffffff007bd3e98	0xd51b4228  MSR   	DAIF, X8               	X -  (8 0x158)
fffffff007bd477c	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007bd4954	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007bd4ad0	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007bd4fd8	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007bd7118	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007bd7150	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007bd7d80	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007bd7ec4	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007bd86fc	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007bd8a68	0xd519f009  MSR   	S3_1_C15_C0_0, X9      	X -  (9 0x0)
fffffff007bd8aa0	0xd51df133  MSR   	S3_5_C15_C1_1, X19     	X -  (19 0x0)
fffffff007bd8e80	0xd51a0008  MSR   	..?.., X8              	X -  (8 0x0)
fffffff007bd9598	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007bd9600	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007bd99d0	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007bd9a20	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007bd9b6c	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007bd9bc0	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007bd9ddc	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007bd9e58	0xd50347ff  MSR   	DAIFClr, #7            	X -  (0 0x0)
fffffff007bd9e68	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007bd9ec0	0xd50347ff  MSR   	DAIFClr, #7            	X -  (0 0x0)
fffffff007bd9ed0	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007bd9f3c	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007bd9fb8	0xd50347ff  MSR   	DAIFClr, #7            	X -  (0 0x0)
fffffff007bd9fc8	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007bda2fc	0xd50347ff  MSR   	DAIFClr, #7            	X -  (0 0x0)
fffffff007bda30c	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007bda81c	0xd51df008  MSR   	ARM64_REG_LSU_ERR_STS, X8	X -  (8 0x0)
fffffff007bda82c	0xd51df029  MSR   	S3_5_C15_C0_1, X9      	X -  (9 0x0)
fffffff007bda8ac	0xd51df328  MSR   	S3_5_C15_C3_1, X8      	X -  (8 0x0)
fffffff007bda8dc	0xd51df008  MSR   	ARM64_REG_LSU_ERR_STS, X8	X -  (8 0x20000000)
fffffff007bda8f0	0xd51df028  MSR   	S3_5_C15_C0_1, X8      	X -  (8 0x20000000)
fffffff007bda914	0xd51df008  MSR   	ARM64_REG_LSU_ERR_STS, X8	X -  (8 0x10000000)
fffffff007bda928	0xd51df028  MSR   	S3_5_C15_C0_1, X8      	X -  (8 0x10000000)
fffffff007bda940	0xd50343ff  MSR   	DAIFClr, #3            	X -  (0 0x0)
fffffff007bdaa28	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007bdaa44	0xd51b4233  MSR   	DAIF, X19              	X -  (19 0x0)
fffffff007bdab38	0xd51cf0a8  MSR   	S3_4_C15_C0_5, X8      	X -  (8 0x30001000000)
fffffff007bdaf6c	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007bdb020	0xd51df329  MSR   	S3_5_C15_C3_1, X9      	X -  (9 0x0)
fffffff007bdbae0	0xd51bd068  MSR   	TPIDRRO_EL0, X8        	X - Thread Pointer/ID Register (8 0xfffffff00774c758)
fffffff007bdcd28	0xd51be308  MSR   	..?.., X8              	X -  (8 0x0)
fffffff007bdd19c	0xd51be328  MSR   	..?.., X8              	X -  (8 0x1)
fffffff007bdd1a4	0xd51be228  MSR   	CNTP_CTL_EL0, X8       	X - Counter-timer Physical Timer Control Register (8 0x2)
fffffff007bdd1d8	0xd518e108  MSR   	CNTKCTL_EL1, X8        	X - Counter-timer Kernel Control register (8 0xfffffff00774c3cf)
fffffff007bdd2d4	0xd518e108  MSR   	CNTKCTL_EL1, X8        	X - Counter-timer Kernel Control register (8 0xf)
fffffff007bddf84	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007bdfc64	0xd51cf188  MSR   	S3_4_C15_C1_4, X8      	X -  (8 0xffffffff80000000)
fffffff007bdfc80	0xd51cf188  MSR   	S3_4_C15_C1_4, X8      	X -  (8 0x0)
fffffff007bdfcfc	0xd51cf188  MSR   	S3_4_C15_C1_4, X8      	X -  (8 0xffffffff80000000)
fffffff007bdfe10	0xd51cf188  MSR   	S3_4_C15_C1_4, X8      	X -  (8 0xffffffff80000410)
fffffff007bdfe30	0xd51cf188  MSR   	S3_4_C15_C1_4, X8      	X -  (8 0xffffffff80000410)
fffffff007bdfe50	0xd51cf188  MSR   	S3_4_C15_C1_4, X8      	X -  (8 0xffffffff80000410)
fffffff007bdffc8	0xd51ef1a8  MSR   	S3_6_C15_C1_5, X8      	X -  (8 0x140)
fffffff007be02ac	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007be0310	0xd5100f89  MSR   	..?.., X9              	X -  (9 0x90)
fffffff007be0318	0xd5100fa9  MSR   	..?.., X9              	X -  (9 0x110)
fffffff007be0324	0xd5100e89  MSR   	..?.., X9              	X -  (9 0x88)
fffffff007be032c	0xd5100ea9  MSR   	..?.., X9              	X -  (9 0x108)
fffffff007be0338	0xd5100d89  MSR   	..?.., X9              	X -  (9 0x80)
fffffff007be0340	0xd5100da9  MSR   	..?.., X9              	X -  (9 0x100)
fffffff007be034c	0xd5100c89  MSR   	..?.., X9              	X -  (9 0x78)
fffffff007be0354	0xd5100ca9  MSR   	..?.., X9              	X -  (9 0xf8)
fffffff007be0360	0xd5100b89  MSR   	..?.., X9              	X -  (9 0x70)
fffffff007be0368	0xd5100ba9  MSR   	..?.., X9              	X -  (9 0xf0)
fffffff007be0374	0xd5100a89  MSR   	..?.., X9              	X -  (9 0x68)
fffffff007be037c	0xd5100aa9  MSR   	..?.., X9              	X -  (9 0xe8)
fffffff007be0388	0xd5100989  MSR   	..?.., X9              	X -  (9 0x60)
fffffff007be0390	0xd51009a9  MSR   	..?.., X9              	X -  (9 0xe0)
fffffff007be039c	0xd5100889  MSR   	..?.., X9              	X -  (9 0x58)
fffffff007be03a4	0xd51008a9  MSR   	..?.., X9              	X -  (9 0xd8)
fffffff007be03b0	0xd5100789  MSR   	..?.., X9              	X -  (9 0x50)
fffffff007be03b8	0xd51007a9  MSR   	..?.., X9              	X -  (9 0xd0)
fffffff007be03c4	0xd5100689  MSR   	..?.., X9              	X -  (9 0x48)
fffffff007be03cc	0xd51006a9  MSR   	..?.., X9              	X -  (9 0xc8)
fffffff007be03d8	0xd5100589  MSR   	..?.., X9              	X -  (9 0x40)
fffffff007be03e0	0xd51005a9  MSR   	..?.., X9              	X -  (9 0xc0)
fffffff007be03ec	0xd5100489  MSR   	..?.., X9              	X -  (9 0x38)
fffffff007be03f4	0xd51004a9  MSR   	..?.., X9              	X -  (9 0xb8)
fffffff007be0400	0xd5100389  MSR   	..?.., X9              	X -  (9 0x30)
fffffff007be0408	0xd51003a9  MSR   	..?.., X9              	X -  (9 0xb0)
fffffff007be0414	0xd5100289  MSR   	..?.., X9              	X -  (9 0x28)
fffffff007be041c	0xd51002a9  MSR   	..?.., X9              	X -  (9 0xa8)
fffffff007be0428	0xd5100189  MSR   	..?.., X9              	X -  (9 0x20)
fffffff007be0430	0xd51001a9  MSR   	..?.., X9              	X -  (9 0xa0)
fffffff007be043c	0xd5100089  MSR   	..?.., X9              	X -  (9 0x18)
fffffff007be0444	0xd51000a9  MSR   	..?.., X9              	X -  (9 0x98)
fffffff007be0484	0xd5100fc9  MSR   	..?.., X9              	X -  (9 0x190)
fffffff007be048c	0xd5100fe9  MSR   	..?.., X9              	X -  (9 0x210)
fffffff007be0498	0xd5100ec9  MSR   	..?.., X9              	X -  (9 0x188)
fffffff007be04a0	0xd5100ee9  MSR   	..?.., X9              	X -  (9 0x208)
fffffff007be04ac	0xd5100dc9  MSR   	..?.., X9              	X -  (9 0x180)
fffffff007be04b4	0xd5100de9  MSR   	..?.., X9              	X -  (9 0x200)
fffffff007be04c0	0xd5100cc9  MSR   	..?.., X9              	X -  (9 0x178)
fffffff007be04c8	0xd5100ce9  MSR   	..?.., X9              	X -  (9 0x1f8)
fffffff007be04d4	0xd5100bc9  MSR   	..?.., X9              	X -  (9 0x170)
fffffff007be04dc	0xd5100be9  MSR   	..?.., X9              	X -  (9 0x1f0)
fffffff007be04e8	0xd5100ac9  MSR   	..?.., X9              	X -  (9 0x168)
fffffff007be04f0	0xd5100ae9  MSR   	..?.., X9              	X -  (9 0x1e8)
fffffff007be04fc	0xd51009c9  MSR   	..?.., X9              	X -  (9 0x160)
fffffff007be0504	0xd51009e9  MSR   	..?.., X9              	X -  (9 0x1e0)
fffffff007be0510	0xd51008c9  MSR   	..?.., X9              	X -  (9 0x158)
fffffff007be0518	0xd51008e9  MSR   	..?.., X9              	X -  (9 0x1d8)
fffffff007be0524	0xd51007c9  MSR   	..?.., X9              	X -  (9 0x150)
fffffff007be052c	0xd51007e9  MSR   	..?.., X9              	X -  (9 0x1d0)
fffffff007be0538	0xd51006c9  MSR   	..?.., X9              	X -  (9 0x148)
fffffff007be0540	0xd51006e9  MSR   	..?.., X9              	X -  (9 0x1c8)
fffffff007be054c	0xd51005c9  MSR   	..?.., X9              	X -  (9 0x140)
fffffff007be0554	0xd51005e9  MSR   	..?.., X9              	X -  (9 0x1c0)
fffffff007be0560	0xd51004c9  MSR   	..?.., X9              	X -  (9 0x138)
fffffff007be0568	0xd51004e9  MSR   	..?.., X9              	X -  (9 0x1b8)
fffffff007be0574	0xd51003c9  MSR   	..?.., X9              	X -  (9 0x130)
fffffff007be057c	0xd51003e9  MSR   	..?.., X9              	X -  (9 0x1b0)
fffffff007be0588	0xd51002c9  MSR   	..?.., X9              	X -  (9 0x128)
fffffff007be0590	0xd51002e9  MSR   	..?.., X9              	X -  (9 0x1a8)
fffffff007be059c	0xd51001c9  MSR   	..?.., X9              	X -  (9 0x120)
fffffff007be05a4	0xd51001e9  MSR   	..?.., X9              	X -  (9 0x1a0)
fffffff007be05b0	0xd51000c9  MSR   	..?.., X9              	X -  (9 0x118)
fffffff007be05b8	0xd51000e9  MSR   	..?.., X9              	X -  (9 0x198)
fffffff007be0658	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007be079c	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007be0800	0xd5100f89  MSR   	..?.., X9              	X -  (9 0x54)
fffffff007be0808	0xd5100fa9  MSR   	..?.., X9              	X -  (9 0x94)
fffffff007be0814	0xd5100e89  MSR   	..?.., X9              	X -  (9 0x50)
fffffff007be081c	0xd5100ea9  MSR   	..?.., X9              	X -  (9 0x90)
fffffff007be0828	0xd5100d89  MSR   	..?.., X9              	X -  (9 0x4c)
fffffff007be0830	0xd5100da9  MSR   	..?.., X9              	X -  (9 0x8c)
fffffff007be083c	0xd5100c89  MSR   	..?.., X9              	X -  (9 0x48)
fffffff007be0844	0xd5100ca9  MSR   	..?.., X9              	X -  (9 0x88)
fffffff007be0850	0xd5100b89  MSR   	..?.., X9              	X -  (9 0x44)
fffffff007be0858	0xd5100ba9  MSR   	..?.., X9              	X -  (9 0x84)
fffffff007be0864	0xd5100a89  MSR   	..?.., X9              	X -  (9 0x40)
fffffff007be086c	0xd5100aa9  MSR   	..?.., X9              	X -  (9 0x80)
fffffff007be0878	0xd5100989  MSR   	..?.., X9              	X -  (9 0x3c)
fffffff007be0880	0xd51009a9  MSR   	..?.., X9              	X -  (9 0x7c)
fffffff007be088c	0xd5100889  MSR   	..?.., X9              	X -  (9 0x38)
fffffff007be0894	0xd51008a9  MSR   	..?.., X9              	X -  (9 0x78)
fffffff007be08a0	0xd5100789  MSR   	..?.., X9              	X -  (9 0x34)
fffffff007be08a8	0xd51007a9  MSR   	..?.., X9              	X -  (9 0x74)
fffffff007be08b4	0xd5100689  MSR   	..?.., X9              	X -  (9 0x30)
fffffff007be08bc	0xd51006a9  MSR   	..?.., X9              	X -  (9 0x70)
fffffff007be08c8	0xd5100589  MSR   	..?.., X9              	X -  (9 0x2c)
fffffff007be08d0	0xd51005a9  MSR   	..?.., X9              	X -  (9 0x6c)
fffffff007be08dc	0xd5100489  MSR   	..?.., X9              	X -  (9 0x28)
fffffff007be08e4	0xd51004a9  MSR   	..?.., X9              	X -  (9 0x68)
fffffff007be08f0	0xd5100389  MSR   	..?.., X9              	X -  (9 0x24)
fffffff007be08f8	0xd51003a9  MSR   	..?.., X9              	X -  (9 0x64)
fffffff007be0904	0xd5100289  MSR   	..?.., X9              	X -  (9 0x20)
fffffff007be090c	0xd51002a9  MSR   	..?.., X9              	X -  (9 0x60)
fffffff007be0918	0xd5100189  MSR   	..?.., X9              	X -  (9 0x1c)
fffffff007be0920	0xd51001a9  MSR   	..?.., X9              	X -  (9 0x5c)
fffffff007be092c	0xd5100089  MSR   	..?.., X9              	X -  (9 0x18)
fffffff007be0934	0xd51000a9  MSR   	..?.., X9              	X -  (9 0x58)
fffffff007be0974	0xd5100fc9  MSR   	..?.., X9              	X -  (9 0xd4)
fffffff007be097c	0xd5100fe9  MSR   	..?.., X9              	X -  (9 0x114)
fffffff007be0988	0xd5100ec9  MSR   	..?.., X9              	X -  (9 0xd0)
fffffff007be0990	0xd5100ee9  MSR   	..?.., X9              	X -  (9 0x110)
fffffff007be099c	0xd5100dc9  MSR   	..?.., X9              	X -  (9 0xcc)
fffffff007be09a4	0xd5100de9  MSR   	..?.., X9              	X -  (9 0x10c)
fffffff007be09b0	0xd5100cc9  MSR   	..?.., X9              	X -  (9 0xc8)
fffffff007be09b8	0xd5100ce9  MSR   	..?.., X9              	X -  (9 0x108)
fffffff007be09c4	0xd5100bc9  MSR   	..?.., X9              	X -  (9 0xc4)
fffffff007be09cc	0xd5100be9  MSR   	..?.., X9              	X -  (9 0x104)
fffffff007be09d8	0xd5100ac9  MSR   	..?.., X9              	X -  (9 0xc0)
fffffff007be09e0	0xd5100ae9  MSR   	..?.., X9              	X -  (9 0x100)
fffffff007be09ec	0xd51009c9  MSR   	..?.., X9              	X -  (9 0xbc)
fffffff007be09f4	0xd51009e9  MSR   	..?.., X9              	X -  (9 0xfc)
fffffff007be0a00	0xd51008c9  MSR   	..?.., X9              	X -  (9 0xb8)
fffffff007be0a08	0xd51008e9  MSR   	..?.., X9              	X -  (9 0xf8)
fffffff007be0a14	0xd51007c9  MSR   	..?.., X9              	X -  (9 0xb4)
fffffff007be0a1c	0xd51007e9  MSR   	..?.., X9              	X -  (9 0xf4)
fffffff007be0a28	0xd51006c9  MSR   	..?.., X9              	X -  (9 0xb0)
fffffff007be0a30	0xd51006e9  MSR   	..?.., X9              	X -  (9 0xf0)
fffffff007be0a3c	0xd51005c9  MSR   	..?.., X9              	X -  (9 0xac)
fffffff007be0a44	0xd51005e9  MSR   	..?.., X9              	X -  (9 0xec)
fffffff007be0a50	0xd51004c9  MSR   	..?.., X9              	X -  (9 0xa8)
fffffff007be0a58	0xd51004e9  MSR   	..?.., X9              	X -  (9 0xe8)
fffffff007be0a64	0xd51003c9  MSR   	..?.., X9              	X -  (9 0xa4)
fffffff007be0a6c	0xd51003e9  MSR   	..?.., X9              	X -  (9 0xe4)
fffffff007be0a78	0xd51002c9  MSR   	..?.., X9              	X -  (9 0xa0)
fffffff007be0a80	0xd51002e9  MSR   	..?.., X9              	X -  (9 0xe0)
fffffff007be0a8c	0xd51001c9  MSR   	..?.., X9              	X -  (9 0x9c)
fffffff007be0a94	0xd51001e9  MSR   	..?.., X9              	X -  (9 0xdc)
fffffff007be0aa0	0xd51000c9  MSR   	..?.., X9              	X -  (9 0x98)
fffffff007be0aa8	0xd51000e9  MSR   	..?.., X9              	X -  (9 0xd8)
fffffff007be0b48	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007be0d6c	0xd51cf188  MSR   	S3_4_C15_C1_4, X8      	X -  (8 0xffffffff87009158)
fffffff007be0e78	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007be104c	0xd51ef1a8  MSR   	S3_6_C15_C1_5, X8      	X -  (8 0x140)
fffffff007be12fc	0xd51bd068  MSR   	TPIDRRO_EL0, X8        	X - Thread Pointer/ID Register (8 0x0)
fffffff007be175c	0xd51be300  MSR   	..?.., X0              	X -  (0 0x0)
fffffff007be1894	0xd51be300  MSR   	..?.., X0              	X -  (0 0x0)
fffffff007be1924	0xd51be313  MSR   	..?.., X19             	X -  (19 0xa)
fffffff007be19e0	0xd51be300  MSR   	..?.., X0              	X -  (0 0x0)
fffffff007be1c4c	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007be1c58	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007be1cf0	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007be1d70	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007be1e18	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007be1e68	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007be1fc4	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007be1fec	0xd51b4236  MSR   	DAIF, X22              	X -  (22 0xf8)
fffffff007be2018	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007be2040	0xd51b4237  MSR   	DAIF, X23              	X -  (23 0x108)
fffffff007be2064	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007be208c	0xd51b4237  MSR   	DAIF, X23              	X -  (23 0x108)
fffffff007be20b0	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007be20d8	0xd51b4236  MSR   	DAIF, X22              	X -  (22 0x100)
fffffff007be21d8	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007be2200	0xd51b4237  MSR   	DAIF, X23              	X -  (23 0x0)
fffffff007be222c	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007be2254	0xd51b4237  MSR   	DAIF, X23              	X -  (23 0x0)
fffffff007be2278	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007be22a0	0xd51b4237  MSR   	DAIF, X23              	X -  (23 0x0)
fffffff007be22c4	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007be22ec	0xd51b4236  MSR   	DAIF, X22              	X -  (22 0x100)
fffffff007be239c	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007be23c4	0xd51b4236  MSR   	DAIF, X22              	X -  (22 0x0)
fffffff007be2468	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007be2490	0xd51b4238  MSR   	DAIF, X24              	X -  (24 0x0)
fffffff007be3e70	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007be3f50	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007be4080	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007be4304	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007be46e0	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007be4810	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007be48a4	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007be4b64	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007be4c64	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007be4cd4	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007be5484	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007be60b8	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007be61ec	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007be6670	0xd51af209  MSR   	ARM64_REG_PMC2, X9     	X -  (9 0x0)
fffffff007be66ec	0xd51af20a  MSR   	ARM64_REG_PMC2, X10    	X -  (10 0x379)
fffffff007be6704	0xd51af309  MSR   	ARM64_REG_PMC3, X9     	X -  (9 0x0)
fffffff007be6710	0xd51af409  MSR   	ARM64_REG_PMC4, X9     	X -  (9 0x0)
fffffff007be671c	0xd51af509  MSR   	ARM64_REG_PMC5, X9     	X -  (9 0x0)
fffffff007be6728	0xd51af609  MSR   	ARM64_REG_PMC6, X9     	X -  (9 0x0)
fffffff007be6734	0xd51af709  MSR   	ARM64_REG_PMC7, X9     	X -  (9 0x0)
fffffff007be6740	0xd51af909  MSR   	S3_2_C15_C9_0, X9      	X -  (9 0x0)
fffffff007be674c	0xd51afa09  MSR   	S3_2_C15_C10_0, X9     	X -  (9 0x0)
fffffff007be6754	0xd51af30a  MSR   	ARM64_REG_PMC3, X10    	X -  (10 0x379)
fffffff007be6760	0xd51af40a  MSR   	ARM64_REG_PMC4, X10    	X -  (10 0x379)
fffffff007be676c	0xd51af50a  MSR   	ARM64_REG_PMC5, X10    	X -  (10 0x379)
fffffff007be6778	0xd51af60a  MSR   	ARM64_REG_PMC6, X10    	X -  (10 0x379)
fffffff007be6784	0xd51af70a  MSR   	ARM64_REG_PMC7, X10    	X -  (10 0x379)
fffffff007be6790	0xd51af90a  MSR   	S3_2_C15_C9_0, X10     	X -  (10 0x379)
fffffff007be679c	0xd51afa0a  MSR   	S3_2_C15_C10_0, X10    	X -  (10 0x379)
fffffff007be689c	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007be6910	0xd519f00f  MSR   	S3_1_C15_C0_0, X15     	X -  (15 0x1)
fffffff007be6924	0xd519f00f  MSR   	S3_1_C15_C0_0, X15     	X -  (15 0x1)
fffffff007be6a00	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007be6c48	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007be6ca4	0xd519f100  MSR   	S3_1_C15_C1_0, X0      	X -  (0 0x30303)
fffffff007be6d14	0xd519f504  MSR   	S3_1_C15_C5_0, X4      	X -  (4 0x0)
fffffff007be6d40	0xd519f604  MSR   	S3_1_C15_C6_0, X4      	X -  (4 0xffffffffffffffe8)
fffffff007be6dc4	0xd519f209  MSR   	S3_1_C15_C2_0, X9      	X -  (9 0x8)
fffffff007be6dcc	0xd519f309  MSR   	S3_1_C15_C3_0, X9      	X -  (9 0x10)
fffffff007be6dd4	0xd519f409  MSR   	S3_1_C15_C4_0, X9      	X -  (9 0x18)
fffffff007be6ddc	0xd519f709  MSR   	S3_1_C15_C7_0, X9      	X -  (9 0x20)
fffffff007be6de4	0xd519f809  MSR   	S3_1_C15_C8_0, X9      	X -  (9 0x28)
fffffff007be6dec	0xd519f909  MSR   	S3_1_C15_C9_0, X9      	X -  (9 0x30)
fffffff007be6df4	0xd519fa09  MSR   	S3_1_C15_C10_0, X9     	X -  (9 0x38)
